X,Y,Value
0.00119792,0.0104167,300.111
0.00114583,0.00989583,298.365
0.00104167,0.00989583,298.326
0.000989583,0.0104167,298.084
0.00119792,0.0114583,299.381
0.00114583,0.0119792,297.857
0.00104167,0.0119792,297.822
0.000989583,0.0114583,297.66
0.000729167,0.00677083,302.661
0.000677083,0.00729167,302.85
0.000833333,0.00677083,302.66
0.000885417,0.00729167,301.697
0.00161458,0.0114583,305.615
0.00166667,0.0119792,305.39
0.00244792,0.0119792,305.99
0.00239583,0.0114583,305.222
0.00255208,0.0119792,306.046
0.00260417,0.0114583,307.065
0.00348958,0.0901042,303.622
0.00354167,0.0895833,305.434
0.00244792,0.0895833,299.972
0.00239583,0.0901042,298.477
0.00260417,0.0901042,300.105
0.00255208,0.0895833,300.003
5.20833e-05,0.0880208,302.22
0.000104167,0.0885417,304.886
0.000208333,0.0885417,304.951
0.000260417,0.0880208,305.7
0.00119792,0.0864583,305.131
0.00114583,0.0869792,304.144
0.000729167,0.0895833,305.164
0.000677083,0.0901042,303.151
0.00192708,0.0880208,302.791
0.00197917,0.0885417,303.504
0.00208333,0.0885417,303.515
0.00213542,0.0880208,303.949
0.00151042,0.0838542,303.139
0.00145833,0.0833333,301.696
0.00244792,0.0505208,335.035
0.00239583,0.0510417,332.276
0.00130208,0.0541667,328.021
0.00135417,0.0536458,328.663
0.00177083,0.0536458,329.918
0.00182292,0.0541667,331.547
0.000729167,0.0557292,322.475
0.000677083,0.0552083,319.234
0.000833333,0.0557292,322.612
0.000885417,0.0552083,325.242
0.000677083,0.0541667,321.519
0.000729167,0.0536458,323.855
0.000885417,0.0541667,324.989
0.000833333,0.0536458,323.902
0.00114583,0.0557292,327.08
0.00119792,0.0552083,328.998
0.00104167,0.0557292,326.966
0.000989583,0.0552083,325.31
0.00161458,0.0458333,330.114
0.00166667,0.0463542,331.653
0.00161458,0.0447917,329.169
0.00166667,0.0442708,330.211
0.00177083,0.0442708,330.277
0.00182292,0.0447917,331.827
0.00197917,0.0463542,331.55
0.00192708,0.0458333,331.247
0.00177083,0.0463542,331.681
0.00182292,0.0458333,331.269
0.00197917,0.0473958,330.843
0.00192708,0.0479167,330.793
0.00177083,0.0473958,331.822
0.00182292,0.0479167,330.832
0.00229167,0.0442708,329.553
0.00223958,0.0447917,330.148
0.00244792,0.0447917,328.831
0.00239583,0.0442708,329.531
0.00223958,0.0458333,332.922
0.00229167,0.0463542,332.805
0.00192708,0.0442708,332.333
0.00197917,0.0447917,332.608
0.00208333,0.0447917,332.589
0.00213542,0.0442708,331.048
0.00401042,0.0432292,311.211
0.00395833,0.0427083,310.671
0.00416667,0.0427083,309.152
0.00411458,0.0432292,311.173
5.20833e-05,0.0489583,302.776
0.000104167,0.0494792,307.178
5.20833e-05,0.0479167,302.624
0.000104167,0.0473958,306.755
0.000208333,0.0473958,306.917
0.000260417,0.0479167,309.5
5.20833e-05,0.0510417,302.704
0.000104167,0.0505208,306.951
5.20833e-05,0.0520833,302.619
0.000104167,0.0526042,306.558
0.000208333,0.0526042,306.675
0.000260417,0.0520833,308.706
0.000520833,0.0489583,316.857
0.000572917,0.0494792,319.902
0.000572917,0.0505208,318.518
0.000520833,0.0510417,314.867
0.00239583,0.0427083,330.059
0.00244792,0.0432292,330.531
0.00255208,0.0432292,330.517
0.00260417,0.0427083,329.644
0.00302083,0.0432292,323.589
0.00307292,0.0427083,322.079
0.00302083,0.0411458,322.397
0.00307292,0.0416667,321.879
0.00416667,0.0411458,305.085
0.00411458,0.0416667,305.756
0.00401042,0.0416667,305.788
0.00395833,0.0411458,306.493
0.00385417,0.0427083,310.743
0.00380208,0.0432292,314.234
0.00364583,0.0427083,316.731
0.00369792,0.0432292,314.38
0.00385417,0.0416667,308.177
0.00380208,0.0411458,310.283
0.00364583,0.0416667,313.685
0.00369792,0.0411458,310.441
0.00348958,0.0432292,319.488
0.00354167,0.0427083,316.855
0.00333333,0.0427083,321.039
0.00338542,0.0432292,319.594
0.00276042,0.0395833,321.874
0.00270833,0.0401042,321.715
0.00317708,0.0401042,320.892
0.00322917,0.0395833,320.426
0.00463542,0.0401042,299.513
0.00458333,0.0395833,298.561
0.00447917,0.0395833,298.586
0.00442708,0.0401042,300.225
0.00104167,0.0317708,323.171
0.000989583,0.0322917,322.521
0.00166667,0.0369792,323.766
0.00161458,0.0364583,322.599
5.20833e-05,0.0401042,303.234
0.000104167,0.0395833,307.526
0.00192708,0.0489583,330.507
0.00197917,0.0494792,331.865
0.00182292,0.0489583,330.446
0.00177083,0.0494792,329.785
0.00145833,0.0494792,328.826
0.00151042,0.0489583,330.28
0.00161458,0.0489583,330.32
0.00166667,0.0494792,329.8
0.00166667,0.0505208,328.802
0.00161458,0.0510417,327.943
0.00255208,0.0458333,331.042
0.00260417,0.0463542,331.237
0.00244792,0.0458333,331.048
0.00239583,0.0463542,332.752
0.00260417,0.0473958,330.98
0.00255208,0.0479167,332.61
0.00239583,0.0473958,333.829
0.00244792,0.0479167,332.676
0.00276042,0.0463542,329.708
0.00270833,0.0458333,330.27
0.00291667,0.0458333,328.334
0.00286458,0.0463542,329.677
0.00270833,0.0447917,329.199
0.00276042,0.0442708,328.036
0.00291667,0.0447917,326.002
0.00286458,0.0442708,327.952
0.00213542,0.0489583,333.329
0.00208333,0.0494792,331.898
0.00223958,0.0489583,333.397
0.00229167,0.0494792,333.746
0.00229167,0.0505208,330.711
0.00223958,0.0510417,329.405
0.00385417,0.0145833,295.897
0.00380208,0.0151042,295.335
0.00395833,0.0145833,295.932
0.00401042,0.0151042,296.112
0.00447917,0.0145833,295.816
0.00442708,0.0151042,295.196
0.00463542,0.0151042,294.888
0.00458333,0.0145833,295.811
0.00427083,0.0145833,295.492
0.00432292,0.0151042,295.211
0.00416667,0.0145833,295.471
0.00411458,0.0151042,296.084
0.00385417,0.0192708,300.582
0.00380208,0.0197917,301.464
0.00369792,0.0151042,295.342
0.00364583,0.0145833,296.121
0.00348958,0.0151042,298.005
0.00354167,0.0145833,296.208
0.00348958,0.0130208,299.104
0.00354167,0.0135417,298.188
0.00338542,0.0130208,299.122
0.00333333,0.0135417,299.646
0.00213542,0.0229167,324.181
0.00208333,0.0223958,322.069
0.00223958,0.0229167,324.255
0.00229167,0.0223958,324.213
0.00270833,0.0208333,318.682
0.00276042,0.0213542,319.237
0.00244792,0.0145833,303.214
0.00239583,0.0151042,302.762
0.00239583,0.0161458,305.93
0.00244792,0.0166667,307.103
0.00197917,0.0145833,300.59
0.00192708,0.0151042,299.862
5.20833e-05,0.0322917,303.692
0.000104167,0.0317708,309.304
0.000208333,0.0317708,309.538
0.000260417,0.0322917,313.203
0.00354167,0.0213542,309.431
0.00348958,0.0208333,308.72
0.00317708,0.0255208,324.195
0.00322917,0.0260417,321.361
0.00338542,0.0255208,318.436
0.00333333,0.0260417,321.228
0.00317708,0.0244792,321.748
0.00322917,0.0239583,320.965
0.00333333,0.0239583,320.927
0.00338542,0.0244792,319.656
0.00432292,0.0239583,300.862
0.00427083,0.0244792,301.643
0.00447917,0.0244792,299.867
0.00442708,0.0239583,300.809
0.00447917,0.0255208,299.014
0.00442708,0.0260417,299.447
0.00395833,0.0229167,306.466
0.00401042,0.0223958,305.173
0.00401042,0.0213542,302.675
0.00395833,0.0208333,303.11
0.000572917,0.0130208,299.521
0.000520833,0.0135417,299.177
0.00114583,0.0130208,298.87
0.00119792,0.0135417,300.653
0.00104167,0.0130208,298.805
0.000989583,0.0135417,298.309
0.000364583,0.0130208,299.695
0.000416667,0.0135417,299.199
0.000989583,0.0213542,307.678
0.00104167,0.0208333,309.052
0.000885417,0.0213542,307.617
0.000833333,0.0208333,306.93
0.00104167,0.0197917,305.762
0.000989583,0.0192708,302.856
0.000885417,0.0192708,302.788
0.000833333,0.0197917,302.652
0.000677083,0.00989583,301.44
0.000729167,0.0104167,300.64
0.000885417,0.00989583,298.857
0.000833333,0.0104167,300.57
0.000677083,0.00885417,302.251
0.000729167,0.00833333,301.379
0.000885417,0.00885417,298.948
0.000833333,0.00833333,301.29
0.00307292,0.0135417,301.384
0.00302083,0.0130208,302.978
0.00286458,0.0135417,304.622
0.00291667,0.0130208,303.068
0.00348958,0.0119792,300.939
0.00354167,0.0114583,300.541
0.00348958,0.00989583,301.574
0.00354167,0.0104167,300.554
0.00458333,0.0130208,299.826
0.00463542,0.0135417,299.38
0.00473958,0.0135417,299.359
0.00479167,0.0130208,298.862
0.00463542,0.0114583,298.98
0.00458333,0.0119792,299.631
0.00473958,0.0114583,298.985
0.00479167,0.0119792,298.605
0.000729167,0.0489583,321.097
0.000677083,0.0494792,319.99
0.000833333,0.0489583,321.181
0.000885417,0.0494792,322.703
0.000677083,0.0520833,321.578
0.000729167,0.0526042,324.629
0.000833333,0.0526042,324.715
0.000885417,0.0520833,326.138
0.000677083,0.0510417,321.798
0.000729167,0.0505208,324.087
0.000833333,0.0505208,324.177
0.000885417,0.0510417,325.626
0.00119792,0.0494792,323.841
0.00114583,0.0489583,321.805
0.00104167,0.0489583,321.775
0.000989583,0.0494792,322.702
0.00119792,0.0505208,326.092
0.00114583,0.0510417,325.742
0.000989583,0.0505208,325.885
0.00104167,0.0510417,325.759
5.20833e-05,0.0557292,302.972
0.000104167,0.0552083,307.706
0.000208333,0.0552083,307.901
0.000260417,0.0557292,311.312
5.20833e-05,0.0567708,303.012
0.000104167,0.0572917,307.741
0.000208333,0.0572917,307.932
0.000260417,0.0567708,311.019
0.000729167,0.0567708,321.583
0.000677083,0.0572917,318.801
0.000885417,0.0572917,323.894
0.000833333,0.0567708,321.68
0.00255208,0.0552083,328.664
0.00260417,0.0557292,330.801
0.000520833,0.0572917,313.261
0.000572917,0.0567708,315.997
0.000416667,0.0572917,313.118
0.000364583,0.0567708,311.098
0.000520833,0.0552083,313.971
0.000572917,0.0557292,316.495
0.000416667,0.0552083,313.852
0.000364583,0.0557292,311.406
0.00458333,0.0619792,303.618
0.00463542,0.0614583,303.261
0.00385417,0.0619792,312.638
0.00380208,0.0614583,314.932
0.00401042,0.00989583,299.087
0.00395833,0.0104167,298.245
0.00401042,0.0119792,295.792
0.00395833,0.0114583,295.655
0.00416667,0.0114583,296.444
0.00411458,0.0119792,295.819
0.00411458,0.00989583,299.106
0.00416667,0.0104167,298.327
0.00432292,0.00989583,296.778
0.00427083,0.0104167,298.276
