X,Y,Value
0.00411458,0.00885417,300.158
0.00416667,0.00833333,299.306
0.00432292,0.00885417,297.742
0.00427083,0.00833333,299.235
0.00380208,0.00989583,299.075
0.00385417,0.0104167,298.273
0.00369792,0.00989583,299.099
0.00364583,0.0104167,300.474
0.00177083,0.0260417,324.141
0.00182292,0.0255208,324.676
0.00197917,0.0260417,324.761
0.00192708,0.0255208,324.667
0.00177083,0.0270833,324.279
0.00182292,0.0276042,325.274
0.00197917,0.0270833,324.675
0.00192708,0.0276042,325.271
0.00177083,0.0239583,322.755
0.00182292,0.0244792,323.855
0.00197917,0.0239583,323.471
0.00192708,0.0244792,323.849
0.00182292,0.0223958,320.693
0.00177083,0.0229167,320.288
0.00192708,0.0223958,320.74
0.00197917,0.0229167,321.629
0.00135417,0.0270833,318.551
0.00130208,0.0276042,317.346
0.00135417,0.0291667,320.942
0.00130208,0.0286458,318.924
5.20833e-05,0.0276042,302.881
0.000104167,0.0270833,307.315
0.000208333,0.0270833,307.495
0.000260417,0.0276042,310.436
5.20833e-05,0.0286458,303.41
0.000104167,0.0291667,309.035
0.000208333,0.0291667,309.211
0.000260417,0.0286458,312.552
0.000520833,0.0270833,311.202
0.000572917,0.0276042,312.872
0.000416667,0.0270833,311.123
0.000364583,0.0276042,310.487
0.000520833,0.0291667,314.996
0.000572917,0.0286458,316.247
0.000364583,0.0286458,312.665
0.000416667,0.0291667,314.928
5.20833e-05,0.0192708,301.331
0.000104167,0.0197917,302.602
0.00302083,0.0244792,323.077
0.00307292,0.0239583,322.03
0.00255208,0.0255208,328.691
0.00260417,0.0260417,327.562
0.00276042,0.0255208,326.195
0.00270833,0.0260417,327.501
0.00255208,0.0244792,328.638
0.00260417,0.0239583,327.087
0.00177083,0.0286458,324.84
0.00182292,0.0291667,327.238
0.00151042,0.0317708,327.6
0.00145833,0.0322917,326.006
0.00260417,0.0286458,323.506
0.00255208,0.0291667,323.011
0.00479167,0.0286458,295.09
0.00473958,0.0291667,294.176
0.00463542,0.0270833,299.287
0.00458333,0.0276042,298.679
0.00473958,0.0270833,299.307
0.00479167,0.0276042,298.479
0.00385417,0.0276042,303.79
0.00380208,0.0270833,306.285
0.00432292,0.0286458,296.229
0.00427083,0.0291667,296.477
0.00427083,0.0255208,301.411
0.00432292,0.0260417,299.509
0.00432292,0.0270833,297.786
0.00427083,0.0276042,298.05
0.00302083,0.0286458,320.777
0.00307292,0.0291667,319.676
0.00307292,0.0302083,315.966
0.00302083,0.0307292,315.954
0.00270833,0.0286458,323.501
0.00276042,0.0291667,321.822
0.00291667,0.0286458,320.808
0.00286458,0.0291667,321.749
0.00270833,0.0276042,325.518
0.00276042,0.0270833,326.222
0.00286458,0.0270833,326.194
0.00291667,0.0276042,324.354
0.000677083,0.0302083,318.733
0.000729167,0.0307292,319.259
0.00114583,0.0270833,316.159
0.00119792,0.0276042,317.32
0.00104167,0.0270833,316.111
0.000989583,0.0276042,316.528
0.00114583,0.0291667,318.735
0.00119792,0.0286458,318.901
0.00104167,0.0291667,318.707
0.000989583,0.0286458,318.534
0.00276042,0.0302083,317.808
0.00270833,0.0307292,317.467
0.00291667,0.0307292,315.995
0.00286458,0.0302083,317.778
0.00463542,0.0322917,293.835
0.00458333,0.0317708,292.817
0.00447917,0.0317708,292.826
0.00442708,0.0322917,294.178
0.00442708,0.0333333,296.274
0.00447917,0.0338542,297.474
0.00447917,0.0348958,298.003
0.00442708,0.0354167,297.214
0.00369792,0.0302083,305.988
0.00364583,0.0307292,307.198
0.00463542,0.0333333,297.225
0.00458333,0.0338542,297.474
0.00473958,0.0333333,297.245
0.00479167,0.0338542,297.527
0.00458333,0.0348958,298.036
0.00463542,0.0354167,297.922
0.00479167,0.0348958,297.393
0.00473958,0.0354167,297.89
0.00442708,0.000520833,298.962
0.00447917,0.00104167,298.166
0.00463542,0.000520833,297.814
0.00458333,0.00104167,298.124
0.00380208,0.00104167,300.172
0.00385417,0.000520833,300.503
0.00395833,0.000520833,300.487
0.00401042,0.00104167,299.235
0.00291667,0.00520833,301.061
0.00286458,0.00572917,304.262
0.00270833,0.00520833,307.995
0.00276042,0.00572917,304.437
0.00307292,0.00364583,299.54
0.00302083,0.00416667,300.375
0.00291667,0.00416667,300.442
0.00286458,0.00364583,303.05
0.00302083,0.00208333,301.68
0.00307292,0.00260417,301.722
0.00291667,0.00208333,301.677
0.00286458,0.00260417,302.596
0.00260417,0.00208333,304.278
0.00255208,0.00260417,306.148
0.00270833,0.00208333,304.23
0.00276042,0.00260417,302.668
0.00255208,0.00364583,308.858
0.00260417,0.00416667,307.259
0.00270833,0.00416667,307.147
0.00276042,0.00364583,303.201
0.00322917,0.00260417,300.989
0.00317708,0.00208333,301.31
0.00322917,0.000520833,300.533
0.00317708,0.00104167,301.38
0.00348958,0.00416667,300.069
0.00354167,0.00364583,300.055
0.00333333,0.00364583,300.48
0.00338542,0.00416667,300.074
0.00119792,0.00260417,300.222
0.00114583,0.00208333,299.815
0.00114583,0.00416667,302.786
0.00119792,0.00364583,302.867
0.000885417,0.00104167,300.262
0.000833333,0.000520833,300.176
0.00104167,0.000520833,299.563
0.000989583,0.00104167,300.251
0.000364583,0.00364583,305.164
0.000416667,0.00416667,304.235
0.000572917,0.00364583,302.968
0.000520833,0.00416667,304.173
0.000364583,0.00260417,304.529
0.000416667,0.00208333,303.414
0.000572917,0.00260417,302.049
0.000520833,0.00208333,303.34
0.000677083,0.00104167,301.311
0.000729167,0.000520833,300.216
0.000520833,0.000520833,301.976
0.000572917,0.00104167,301.355
0.00135417,0.00104167,301.43
0.00130208,0.000520833,300.374
0.00151042,0.000520833,302.032
0.00145833,0.00104167,301.48
0.00161458,0.000520833,302.09
0.00166667,0.00104167,303.515
0.00151042,0.00260417,305.759
0.00145833,0.00208333,303.926
0.00161458,0.00260417,305.846
0.00166667,0.00208333,306.42
0.00208333,0.00416667,312.579
0.00213542,0.00364583,311.188
0.00223958,0.00364583,311.154
0.00229167,0.00416667,310.717
0.00208333,0.00520833,314.099
0.00213542,0.00572917,312.983
0.00229167,0.00520833,311.514
0.00223958,0.00572917,312.913
0.00463542,0.00572917,295.457
0.00458333,0.00520833,295.008
0.00479167,0.00520833,295.416
0.00473958,0.00572917,295.468
0.00479167,0.00416667,294.728
0.00473958,0.00364583,294.355
0.00411458,0.00520833,298.615
0.00416667,0.00572917,299.125
0.00411458,0.00729167,299.526
0.00416667,0.00677083,299.413
0.00427083,0.00572917,299.099
0.00432292,0.00520833,297.401
0.00447917,0.00572917,295.788
0.00442708,0.00520833,297.309
0.00432292,0.00729167,298.413
0.00427083,0.00677083,299.373
0.00442708,0.00729167,298.371
0.00447917,0.00677083,296.625
0.00338542,0.00572917,298.365
0.00333333,0.00520833,298.62
0.00322917,0.00520833,298.654
0.00317708,0.00572917,300.114
0.00338542,0.00677083,298.464
0.00333333,0.00729167,298.741
0.00322917,0.00729167,298.767
0.00317708,0.00677083,299.635
0.000416667,0.00885417,301.48
0.000364583,0.00833333,301.87
0.000208333,0.00885417,302.656
0.000260417,0.00833333,301.911
0.000364583,0.0104167,301.337
0.000416667,0.00989583,300.864
0.000208333,0.00989583,302.342
0.000260417,0.0104167,301.372
0.00166667,0.00677083,311.366
0.00161458,0.00729167,309.012
0.00177083,0.00677083,311.466
0.00182292,0.00729167,312.274
0.00197917,0.00677083,312.138
0.00192708,0.00729167,312.267
0.00161458,0.00989583,308.364
0.00166667,0.0104167,309.399
0.00161458,0.00885417,309.846
0.00166667,0.00833333,311.665
0.00177083,0.00833333,311.723
0.00182292,0.00885417,311.918
0.00197917,0.00833333,311.641
0.00192708,0.00885417,311.896
0.00177083,0.0104167,309.438
0.00182292,0.00989583,310.364
0.00197917,0.0104167,309.464
0.00192708,0.00989583,310.345
0.00182292,0.0119792,304.767
0.00177083,0.0114583,305.57
0.00192708,0.0119792,304.788
0.00197917,0.0114583,305.672
0.00223958,0.0119792,304.019
0.00229167,0.0114583,305.201
0.00213542,0.0119792,303.999
0.00208333,0.0114583,305.629
0.00302083,0.00989583,305.634
0.00307292,0.0104167,305.297
0.00302083,0.0119792,304.729
0.00307292,0.0114583,304.461
0.00244792,0.0104167,308.694
0.00239583,0.00989583,308.347
0.00255208,0.0104167,308.747
0.00260417,0.00989583,309.574
0.00369792,0.0994792,299.281
0.00364583,0.0989583,297.862
0.00322917,0.0994792,298.037
0.00317708,0.0989583,297.241
0.00348958,0.0932292,302.852
0.00354167,0.0927083,304.465
0.00333333,0.0927083,301.366
0.00338542,0.0932292,302.794
0.00348958,0.0911458,303.568
0.00354167,0.0916667,305.037
0.00302083,0.0901042,301.371
0.00307292,0.0895833,302.617
0.00307292,0.0911458,301.172
0.00302083,0.0916667,298.886
0.00286458,0.0927083,296.869
0.00291667,0.0932292,298.551
0.00276042,0.0947917,296.789
0.00270833,0.0942708,295.481
0.00291667,0.0911458,297.305
0.00286458,0.0916667,296.244
0.00338542,0.0942708,302.22
0.00333333,0.0947917,299.855
0.00348958,0.0942708,302.304
0.00354167,0.0947917,303.185
0.00427083,0.0916667,301.883
0.00432292,0.0911458,302.791
0.00442708,0.0911458,302.805
0.00447917,0.0916667,302.355
0.00442708,0.0901042,302.04
0.00447917,0.0895833,302.543
0.00494792,0.0916667,299.226
0.00489583,0.0911458,298.812
0.00494792,0.0927083,298.92
0.00489583,0.0932292,297.66
0.00411458,0.0911458,301.987
0.00416667,0.0916667,301.87
0.00401042,0.0911458,301.997
0.00395833,0.0916667,302.524
0.00364583,0.0916667,305.062
0.00369792,0.0911458,304.703
0.00385417,0.0916667,302.589
0.00380208,0.0911458,304.636
0.00239583,0.0885417,302.829
0.00244792,0.0880208,303.441
0.00223958,0.0880208,303.938
0.00229167,0.0885417,302.837
5.20833e-05,0.0901042,302.017
0.000104167,0.0895833,304.519
0.000208333,0.0895833,304.575
0.000260417,0.0901042,304.787
5.20833e-05,0.0864583,302.043
0.000104167,0.0869792,304.696
0.000208333,0.0869792,304.786
0.000260417,0.0864583,305.929
0.000572917,0.0880208,305.191
0.000520833,0.0885417,304.762
0.000364583,0.0880208,305.703
0.000416667,0.0885417,304.791
0.00229167,0.0901042,298.449
0.00223958,0.0895833,298.873
0.00213542,0.0895833,298.889
0.00208333,0.0901042,299.021
0.00229167,0.0911458,297.933
0.00223958,0.0916667,297.235
0.00213542,0.0916667,297.231
0.00208333,0.0911458,297.428
5.20833e-05,0.0947917,301.219
0.000104167,0.0942708,302.386
0.000260417,0.0947917,302.548
0.000208333,0.0942708,302.392
0.000572917,0.0932292,302.203
0.000520833,0.0927083,301.574
0.000364583,0.0932292,302.099
0.000416667,0.0927083,301.592
0.00104167,0.0911458,303.29
0.000989583,0.0916667,301.626
0.000729167,0.0911458,302.193
0.000677083,0.0916667,301.616
0.000885417,0.0916667,301.616
0.000833333,0.0911458,302.202
0.000729167,0.0885417,305.739
0.000677083,0.0880208,305.204
0.00114583,0.0880208,306.024
0.00119792,0.0885417,306.984
0.00494792,0.0979167,298.28
0.00489583,0.0973958,295.778
0.00479167,0.0973958,295.722
0.00473958,0.0979167,295.324
0.00494792,0.0989583,298.97
0.00489583,0.0994792,298.058
0.00192708,0.0932292,299.467
0.00197917,0.0927083,299.95
0.00208333,0.0927083,299.945
0.00213542,0.0932292,299.425
0.00135417,0.0927083,300.767
0.00130208,0.0932292,299.452
0.00145833,0.0927083,300.823
0.00151042,0.0932292,301.35
0.00239583,0.0994792,299.102
0.00244792,0.0989583,300.091
0.00244792,0.0979167,298.366
0.00239583,0.0973958,296.648
0.00229167,0.0973958,296.623
0.00223958,0.0979167,296.911
0.00135417,0.0979167,303.209
0.00130208,0.0973958,301.868
0.000416667,0.0994792,300.825
0.000364583,0.0989583,300.133
0.000520833,0.0994792,300.873
0.000572917,0.0989583,301.628
0.00364583,0.0895833,305.49
0.00369792,0.0901042,306.412
0.00380208,0.0901042,306.425
0.00385417,0.0895833,306.313
0.00395833,0.0895833,306.284
0.00401042,0.0901042,304.848
0.00494792,0.0895833,299.271
0.00489583,0.0901042,298.945
0.00135417,0.0848958,303.795
0.00130208,0.0854167,303.596
0.00151042,0.0854167,304.835
0.00145833,0.0848958,303.828
0.00197917,0.0869792,303.172
0.00192708,0.0864583,302.253
0.00208333,0.0869792,303.216
0.00213542,0.0864583,303.245
0.000520833,0.0869792,305.604
0.000572917,0.0864583,305.457
0.000364583,0.0864583,305.947
0.000416667,0.0869792,305.618
0.00135417,0.0833333,301.662
0.00130208,0.0838542,301.279
0.00177083,0.0838542,304.873
0.00182292,0.0833333,305.195
0.00161458,0.0833333,304.441
0.00166667,0.0838542,304.861
0.00135417,0.0822917,303.679
0.00130208,0.0817708,303.855
0.000520833,0.0776042,308.276
0.000572917,0.0770833,311.183
0.000364583,0.0770833,305.819
0.000416667,0.0776042,308.173
0.000572917,0.0760417,310.899
0.000520833,0.0755208,308.464
0.000364583,0.0760417,305.94
0.000416667,0.0755208,308.387
0.000520833,0.0786458,306.994
0.000572917,0.0791667,309.835
0.000416667,0.0786458,306.864
0.000364583,0.0791667,304.167
0.000572917,0.0802083,307.781
0.000520833,0.0807292,305.382
0.000364583,0.0802083,304.007
0.000416667,0.0807292,305.328
0.000208333,0.0744792,305.301
0.000260417,0.0739583,308.625
5.20833e-05,0.0739583,302.108
0.000104167,0.0744792,305.176
0.000260417,0.0729167,309.2
0.000208333,0.0723958,305.412
5.20833e-05,0.0729167,302.112
0.000104167,0.0723958,305.294
5.20833e-05,0.0760417,301.872
0.000104167,0.0755208,304.507
0.000260417,0.0760417,305.848
0.000208333,0.0755208,304.565
5.20833e-05,0.0770833,301.798
0.000104167,0.0776042,304.151
0.000260417,0.0770833,305.724
0.000208333,0.0776042,304.208
0.00114583,0.0739583,315.347
0.00119792,0.0744792,317.272
0.000364583,0.0729167,309.36
0.000416667,0.0723958,312.528
0.000520833,0.0723958,312.633
0.000572917,0.0729167,314.678
0.000416667,0.0744792,310.824
0.000364583,0.0739583,308.715
0.000520833,0.0744792,310.936
0.000572917,0.0739583,313.457
0.00229167,0.0744792,313.315
0.00223958,0.0739583,312.192
0.00260417,0.0692708,320.264
0.00255208,0.0697917,317.436
0.00270833,0.0692708,320.374
0.00276042,0.0697917,321.393
0.00286458,0.0697917,321.427
0.00291667,0.0692708,322.272
0.00213542,0.0692708,315.401
0.00208333,0.0697917,313.538
0.000677083,0.0697917,315.496
0.000729167,0.0692708,317.968
5.20833e-05,0.0619792,302.832
0.000104167,0.0614583,305.989
5.20833e-05,0.0635417,303.464
0.000104167,0.0630208,308.068
0.000208333,0.0682292,305.79
0.000260417,0.0677083,308.71
5.20833e-05,0.0677083,302.655
0.000104167,0.0682292,305.674
5.20833e-05,0.0697917,302.303
0.000104167,0.0692708,305.685
0.000260417,0.0697917,308.164
0.000208333,0.0692708,305.78
5.20833e-05,0.0708333,302.57
0.000104167,0.0713542,306.502
0.000208333,0.0713542,306.63
0.000260417,0.0708333,309.259
0.000520833,0.0713542,310.974
0.000572917,0.0708333,312.916
0.000416667,0.0713542,310.884
0.000364583,0.0708333,309.334
0.00255208,0.0505208,335.127
0.00260417,0.0510417,336.036
0.00270833,0.0510417,336.071
0.00276042,0.0505208,336.782
0.00255208,0.0494792,336.342
0.00260417,0.0489583,336.292
0.00270833,0.0489583,336.283
0.00276042,0.0494792,335.974
0.00302083,0.0510417,335.798
0.00307292,0.0505208,335.892
0.00286458,0.0505208,336.779
0.00291667,0.0510417,335.807
0.00291667,0.0489583,334.068
0.00286458,0.0494792,335.91
0.00135417,0.0505208,327.71
0.00130208,0.0510417,326.926
0.00145833,0.0505208,327.774
0.00151042,0.0510417,327.944
0.00135417,0.0526042,327.665
0.00130208,0.0520833,326.609
0.00161458,0.0520833,328.327
0.00166667,0.0526042,329.926
0.00151042,0.0520833,328.263
0.00145833,0.0526042,327.701
0.00166667,0.0536458,329.84
0.00161458,0.0541667,328.847
0.00151042,0.0541667,328.823
0.00145833,0.0536458,328.66
0.00182292,0.0526042,331.171
0.00177083,0.0520833,330.367
0.00182292,0.0505208,329.545
0.00177083,0.0510417,329.313
0.00458333,0.0541667,304.558
0.00463542,0.0536458,303.337
0.00161458,0.0552083,331.159
0.00166667,0.0557292,331.565
0.00119792,0.0536458,326.487
0.00114583,0.0541667,326.059
0.000989583,0.0536458,326.149
0.00104167,0.0541667,326.055
0.00114583,0.0520833,326.507
0.00119792,0.0526042,326.549
0.000989583,0.0526042,326.741
0.00104167,0.0520833,326.509
0.00244792,0.0552083,328.577
0.00239583,0.0557292,327.405
0.00302083,0.0520833,334.511
0.00307292,0.0526042,335.471
0.00479167,0.0541667,301.948
0.00473958,0.0536458,303.267
0.00494792,0.0536458,300.246
0.00489583,0.0541667,301.875
0.00494792,0.0526042,299.698
0.00489583,0.0520833,300.086
0.00494792,0.0557292,299.861
0.00489583,0.0552083,300.662
0.00494792,0.0567708,299.632
0.00489583,0.0572917,299.773
0.00447917,0.0567708,304.148
0.00442708,0.0572917,303.774
0.00401042,0.0520833,319.159
0.00395833,0.0526042,319.804
0.00317708,0.0520833,335.711
0.00322917,0.0526042,334.854
0.00317708,0.0510417,335.658
0.00322917,0.0505208,334.425
0.00192708,0.0427083,327.396
0.00197917,0.0432292,328.837
0.00213542,0.0427083,327.736
0.00208333,0.0432292,328.817
0.00192708,0.0416667,322.849
0.00197917,0.0411458,322.432
0.00213542,0.0416667,323.003
0.00208333,0.0411458,322.414
0.00213542,0.0395833,319.395
0.00208333,0.0401042,318.755
0.00197917,0.0401042,318.734
0.00192708,0.0395833,318.445
0.00411458,0.0442708,315.023
0.00416667,0.0447917,314.357
0.00333333,0.0447917,326.147
0.00338542,0.0442708,324.048
0.00322917,0.0458333,328.237
0.00317708,0.0463542,329.139
0.00333333,0.0458333,328.218
0.00338542,0.0463542,327.067
0.00307292,0.0473958,330.817
0.00302083,0.0479167,331.732
0.00307292,0.0494792,333.214
0.00302083,0.0489583,334.013
0.000260417,0.0510417,310.308
0.000208333,0.0505208,307.077
0.000364583,0.0510417,310.456
0.000416667,0.0505208,312.7
0.000260417,0.0489583,310.731
0.000208333,0.0494792,307.311
0.000364583,0.0489583,310.874
0.000416667,0.0494792,313.69
0.00239583,0.0411458,326.995
0.00244792,0.0416667,328.392
0.00255208,0.0416667,328.388
0.00260417,0.0411458,326.999
0.00239583,0.0401042,321.948
0.00244792,0.0395833,321.808
0.00260417,0.0401042,321.724
0.00255208,0.0395833,321.784
0.00270833,0.0427083,329.584
0.00276042,0.0432292,327.885
0.00291667,0.0427083,324.904
0.00286458,0.0432292,327.773
0.00276042,0.0411458,323.988
0.00270833,0.0416667,325.94
0.00291667,0.0416667,322.844
0.00286458,0.0411458,323.929
0.00333333,0.0411458,321.297
0.00338542,0.0416667,319.34
0.00354167,0.0411458,316.351
0.00348958,0.0416667,319.204
0.00286458,0.0395833,321.915
0.00291667,0.0401042,322.761
0.00302083,0.0401042,322.741
0.00307292,0.0395833,321.365
0.00302083,0.0380208,317.25
0.00307292,0.0385417,318.133
0.000677083,0.0432292,314.207
0.000729167,0.0427083,316.225
0.000729167,0.0416667,315.335
0.000677083,0.0411458,312.801
0.00145833,0.0432292,321.528
0.00151042,0.0427083,322.56
0.00135417,0.0432292,321.438
0.00130208,0.0427083,320.113
0.00114583,0.0432292,319.614
0.00119792,0.0427083,320.098
0.00494792,0.0385417,298.577
0.00489583,0.0380208,296.646
0.00494792,0.0395833,299.293
0.00489583,0.0401042,299.016
0.00473958,0.0395833,299.414
0.00479167,0.0401042,299.038
0.00494792,0.0427083,299.721
0.00489583,0.0432292,300.273
0.00479167,0.0432292,300.331
0.00473958,0.0427083,301.983
0.00494792,0.0416667,299.403
0.00489583,0.0411458,299.275
0.00479167,0.0411458,299.312
0.00473958,0.0416667,301.195
0.00442708,0.0416667,305.966
0.00447917,0.0411458,303.761
0.00458333,0.0411458,303.669
0.00463542,0.0416667,301.301
0.00442708,0.0427083,308.092
0.00447917,0.0432292,306.282
0.00463542,0.0427083,302.1
0.00458333,0.0432292,306.147
0.00416667,0.0401042,304.022
0.00411458,0.0395833,304.748
0.00427083,0.0401042,303.987
0.00432292,0.0395833,301.914
0.00380208,0.0369792,306.792
0.00385417,0.0364583,305.788
0.00307292,0.0369792,313.578
0.00302083,0.0364583,312.424
0.00302083,0.0317708,315.543
0.00307292,0.0322917,314.746
0.000833333,0.0364583,318.223
0.000885417,0.0369792,320.939
0.000989583,0.0369792,321.049
0.00104167,0.0364583,323.569
0.00145833,0.0333333,326.836
0.00151042,0.0338542,327.779
0.000729167,0.0364583,318.08
0.000677083,0.0369792,314.62
0.000520833,0.0364583,312.652
0.000572917,0.0369792,314.534
0.000520833,0.0354167,316.015
0.000572917,0.0348958,319.873
0.000833333,0.0317708,321.926
0.000885417,0.0322917,322.508
0.00166667,0.0354167,324.933
0.00161458,0.0348958,324.604
0.00161458,0.0338542,327.796
0.00166667,0.0333333,328.061
0.00135417,0.0380208,320.654
0.00130208,0.0385417,318.439
0.000208333,0.0395833,307.672
0.000260417,0.0401042,310.617
0.000364583,0.0401042,310.723
0.000416667,0.0395833,312.37
5.20833e-05,0.0416667,302.744
0.000104167,0.0411458,307.061
0.000208333,0.0411458,307.23
0.000260417,0.0416667,309.533
5.20833e-05,0.0427083,302.696
0.000104167,0.0432292,306.794
0.000208333,0.0432292,306.954
0.000260417,0.0427083,309.566
0.00385417,0.0161458,295.81
0.00380208,0.0166667,295.815
0.00385417,0.0182292,298.467
0.00380208,0.0177083,297.585
0.00494792,0.0166667,298.241
0.00489583,0.0161458,295.687
0.00479167,0.0161458,295.616
0.00473958,0.0166667,294.881
0.00489583,0.0182292,296.757
0.00494792,0.0177083,298.835
0.00479167,0.0182292,296.66
0.00473958,0.0177083,295.326
0.00432292,0.0161458,295.228
0.00427083,0.0166667,295.246
0.00447917,0.0192708,295.63
0.00442708,0.0197917,295.727
0.00432292,0.0197917,295.762
0.00427083,0.0192708,296.549
0.00427083,0.0182292,296.229
0.00432292,0.0177083,296.006
0.00291667,0.0182292,306.479
0.00286458,0.0177083,306.208
0.00291667,0.0192708,310.269
0.00286458,0.0197917,311.638
0.00369792,0.0192708,301.773
0.00364583,0.0197917,303.619
0.00354167,0.0197917,303.69
0.00348958,0.0192708,305.321
0.00317708,0.0192708,310.605
0.00322917,0.0197917,309.338
0.00338542,0.0192708,305.43
0.00333333,0.0197917,309.218
0.00317708,0.0182292,307.541
0.00322917,0.0177083,306.612
0.00291667,0.0166667,304.834
0.00286458,0.0161458,303.963
0.00302083,0.0166667,304.858
0.00307292,0.0161458,304.1
0.00291667,0.0145833,303.259
0.00286458,0.0151042,303.14
0.00302083,0.0145833,303.246
0.00307292,0.0151042,302.293
0.00322917,0.0166667,303.414
0.00317708,0.0161458,304.052
0.00338542,0.0151042,298.045
0.00333333,0.0145833,299.238
0.00322917,0.0145833,299.32
0.00317708,0.0151042,302.198
0.00223958,0.0213542,320.06
0.00229167,0.0208333,320.236
0.00208333,0.0208333,318.387
0.00213542,0.0213542,320.016
0.00239583,0.0213542,320.736
0.00244792,0.0208333,319.289
0.00260417,0.0213542,319.061
0.00255208,0.0208333,319.236
0.00244792,0.0229167,325.136
0.00239583,0.0223958,324.215
0.00255208,0.0229167,325.148
0.00260417,0.0223958,323.992
0.00270833,0.0145833,303.534
0.00276042,0.0151042,303.167
0.00260417,0.0145833,303.526
0.00255208,0.0151042,303.778
0.00276042,0.0161458,303.98
0.00270833,0.0166667,305.528
0.00255208,0.0161458,306.547
0.00260417,0.0166667,305.597
0.00197917,0.0166667,304.755
0.00192708,0.0161458,302.226
0.00114583,0.0197917,305.848
0.00119792,0.0192708,306.192
0.00135417,0.0197917,307.681
0.00130208,0.0192708,306.205
0.00119792,0.0213542,311.216
0.00114583,0.0208333,309.103
0.00130208,0.0213542,311.294
0.00135417,0.0208333,311.498
0.00239583,0.0177083,309.499
0.00244792,0.0182292,310.578
0.00239583,0.0197917,315.081
0.00244792,0.0192708,314.574
0.00223958,0.0145833,301.742
0.00229167,0.0151042,302.747
0.00213542,0.0145833,301.691
0.00208333,0.0151042,301.623
0.00104167,0.0182292,302.563
0.000989583,0.0177083,300.945
0.00114583,0.0182292,302.628
0.00119792,0.0177083,302.476
0.00177083,0.0145833,299.175
0.00182292,0.0151042,299.844
0.00166667,0.0145833,299.146
0.00161458,0.0151042,299.088
0.000416667,0.0369792,309.833
0.000364583,0.0364583,307.717
0.000364583,0.0385417,309.953
0.000416667,0.0380208,311.417
0.00322917,0.0229167,317.932
0.00317708,0.0223958,317.281
0.00333333,0.0229167,317.932
0.00338542,0.0223958,316.227
0.00322917,0.0208333,311.87
0.00317708,0.0213542,314.402
0.00338542,0.0213542,310.447
0.00333333,0.0208333,311.791
0.00411458,0.0223958,305.111
0.00416667,0.0229167,303.163
0.00432292,0.0223958,300.156
0.00427083,0.0229167,303.028
0.00411458,0.0213542,302.637
0.00416667,0.0208333,300.155
0.00432292,0.0213542,297.875
0.00427083,0.0208333,300.027
0.00354167,0.0223958,313.062
0.00348958,0.0229167,315.007
0.00354167,0.0244792,316.211
0.00348958,0.0239583,317.581
0.00364583,0.0223958,313.017
0.00369792,0.0229167,311.767
0.00385417,0.0223958,308.242
0.00380208,0.0229167,311.655
0.00364583,0.0213542,309.423
0.00369792,0.0208333,307.395
0.00380208,0.0208333,307.312
0.00385417,0.0213542,305.585
0.00364583,0.0255208,315.353
0.00369792,0.0260417,312.664
0.00380208,0.0260417,312.519
0.00385417,0.0255208,309.515
0.00364583,0.0244792,316.139
0.00369792,0.0239583,313.6
0.00380208,0.0239583,313.476
0.00385417,0.0244792,309.694
0.00416667,0.0255208,301.48
0.00411458,0.0260417,304.167
0.00395833,0.0255208,309.357
0.00401042,0.0260417,304.339
0.00416667,0.0244792,301.712
0.00411458,0.0239583,304.602
0.00401042,0.0239583,304.77
0.00395833,0.0244792,309.505
0.000677083,0.0119792,300.439
0.000729167,0.0114583,300.082
0.000885417,0.0119792,298.395
0.000833333,0.0114583,300.023
0.000885417,0.0135417,298.306
0.000833333,0.0130208,298.674
0.000677083,0.0135417,299.72
0.000729167,0.0130208,298.73
0.000520833,0.0145833,299.114
0.000572917,0.0151042,300.577
0.000416667,0.0145833,299.052
0.000364583,0.0151042,298.32
0.000572917,0.0161458,301.265
0.000520833,0.0166667,300.143
5.20833e-05,0.0177083,301.093
0.000104167,0.0182292,302.512
0.000104167,0.0130208,300.653
5.20833e-05,0.0135417,300.163
0.000208333,0.0130208,300.668
0.000260417,0.0135417,300.093
0.000833333,0.0182292,300.413
0.000885417,0.0177083,300.927
0.00322917,0.0119792,302.804
0.00317708,0.0114583,304.402
0.00333333,0.0119792,302.77
0.00338542,0.0114583,301.93
0.00322917,0.00989583,304.227
0.00317708,0.0104167,305.248
0.00333333,0.00989583,304.199
0.00338542,0.0104167,302.797
0.000677083,0.0588542,320.378
0.000729167,0.0583333,322.322
0.00166667,0.0630208,324.87
0.00161458,0.0635417,322.343
0.00494792,0.0619792,299.915
0.00489583,0.0614583,300.162
0.00473958,0.0619792,302.238
0.00479167,0.0614583,300.226
0.00338542,0.0635417,321.959
0.00333333,0.0630208,322.059
0.00385417,0.0119792,295.844
0.00380208,0.0114583,297.462
0.00364583,0.0119792,299.212
0.00369792,0.0114583,297.557
0.00385417,0.0130208,294.028
0.00380208,0.0135417,294.672
0.00369792,0.0135417,294.723
0.00364583,0.0130208,296.749
0.00161458,0.0270833,321.61
0.00166667,0.0276042,323.176
0.00151042,0.0270833,321.519
0.00145833,0.0276042,320.32
0.00166667,0.0286458,324.736
0.00161458,0.0291667,323.471
0.00151042,0.0291667,323.405
0.00145833,0.0286458,321.977
0.00302083,0.0229167,319.366
0.00307292,0.0223958,317.33
0.00286458,0.0213542,319.197
0.00291667,0.0208333,316.727
